class,seed,f0,f1,f2,f3,f4,f5
K=-4 sig=0.3 bidir (splay),14,0.404306259170944,0.6520899503847211,0.9858832726681316,1.5014837961380825,0.4844938307175064,0.0019136638615493578
K=-4 sig=0.3 bidir (splay),15,0.778425929370323,0.998249185849983,0.9827592509880743,1.4999602628630044,0.5178373347116305,0.0
K=-4 sig=0.3 bidir (splay),16,0.5921435930399903,0.995824133179197,0.988116896249155,1.499775140728484,0.6064806466056045,0.0
K=-4 sig=0.3 bidir (splay),17,0.41443314375457196,0.6850505671050735,0.9870693326823992,1.50055924156113,0.5485536911030644,0.0019136638615493578
K=-4 sig=0.3 bidir (splay),18,0.8564694848485496,0.9990437609599713,0.9854274312236765,1.4986787153778365,0.6644199352646024,0.0
K=-4 sig=0.3 bidir (splay),19,0.601769890665074,0.99646427104541,0.9870666264810494,1.500017442670053,0.5033449225552986,0.0
K=2 sig=0.3 bidir (B),0,0.31021723660959166,0.5136141710079827,0.9905061679663199,1.4964209508987767,0.5149809172089597,0.0025911131174651564
K=2 sig=0.3 bidir (B),1,0.9052228588756064,0.9986753004608704,0.9886715849581741,1.5027945115013144,0.6551923950728955,0.0
K=2 sig=0.3 bidir (B),2,0.8977941955184813,0.9970162870962059,0.9882821029389233,1.5008285506128083,0.6214963882802949,0.0
K=2 sig=0.3 bidir (B),3,0.6615839910020028,0.9966020803511579,0.9887418116596145,1.4989018357169033,0.6545229724805105,0.0
K=2 sig=0.3 bidir (B),4,0.31361450422538534,0.5082952404076664,0.985945771165405,1.501459771297076,0.4827661861261296,0.0039836089949943625
K=2 sig=0.3 bidir (B),5,0.44299227728121654,0.7504272909116512,0.9902512865804308,1.5034099028060601,0.5885095590637991,0.0031249999999999997
K=2 sig=0.3 bidir (B),6,0.2893828557931469,0.43313435114058574,0.9845493751017722,1.5021326704708016,0.541506434521737,0.004878904686248749
K=2 sig=0.3 bidir (B),7,0.41164583692273715,0.6010672231889226,0.990221318659635,1.5035550394183919,0.5117551612025099,0.003515625
K=2 sig=0.3 bidir (B),8,0.6526333465032649,0.995869929300578,0.9850523986881315,1.500514527715502,0.6647919426611918,0.0
K=2 sig=0.3 bidir (B),9,0.39056448556310436,0.5404574176414204,0.9832794709172141,1.5015720780029997,0.5420432089250237,0.004436647145156463
K=2 sig=0.3 bidir (B),10,0.7716300168287802,0.9989655399524068,0.9912626972351767,1.5010059974952437,0.555014071671632,0.0
K=2 sig=0.3 bidir (B),11,0.6726319768738412,0.9960809722900625,0.9850997477874861,1.5009783599468305,0.6652711693340714,0.0
K=2 sig=0.3 bidir (B),12,0.2759567749080846,0.4375949810160369,0.9856035883204057,1.5013404827247805,0.547346904765375,0.004638414877749186
K=2 sig=0.3 bidir (B),13,0.40504274017135844,0.6142148349692446,0.9873928378334108,1.4995382171879998,0.5583032912703462,0.0035801372616842504
